,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
554,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
555,"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 256 GB)","₹55,999₹79,99930% off","49,320 Ratings & 2,723 Reviews",30% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
556,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
557,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
558,"Samsung Galaxy S24 FE 5G (Mint, 128 GB)","₹32,999₹59,99945% off","73,154 Ratings & 4,654 Reviews",45% off,50MP + 12MP + 8MP | 10MP Front Camera,8 GB RAM | 128 GB ROM,4700 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.5
559,"Samsung Galaxy S24 FE 5G (Graphite, 128 GB)","₹32,999₹59,99945% off","73,154 Ratings & 4,654 Reviews",45% off,50MP + 12MP + 8MP | 10MP Front Camera,8 GB RAM | 128 GB ROM,4700 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.5
560,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
561,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
562,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,799","25,287 Ratings & 1,470 Reviews",No Offer,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1
563,KARBONN K531,"₹1,497₹1,6006% off",503 Ratings & 29 Reviews,6% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1800 mAh Battery,6.1 cm (2.4 inch) Quarter QVGA Display,3.9
564,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
565,"realme 14x 5G (Golden Glow, 128 GB)","₹14,820₹17,99917% off","8,322 Ratings & 417 Reviews",17% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.4
566,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
567,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
568,Micromax X778,"₹1,499₹1,99925% off","4,887 Ratings & 389 Reviews",25% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2700 mAh Battery,6.1 cm (2.4 inch) Display,3.8
569,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)","₹14,999₹16,99911% off","4,760 Ratings & 396 Reviews",11% off,50MP + AI Lens | 8MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
570,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
571,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
572,"hmd 105 Dual Sim Keypad Phone with Built-in UPI App, Wireless FM Radio","₹1,499","4,235 Ratings & 307 Reviews",No Offer,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,SC6531E Processor,5.08 cm (2 inch) Display,3.8
573,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sea Breeze Green, 128 GB)","₹13,499₹14,99910% off","16,209 Ratings & 1,437 Reviews",10% off,50MP + AI Lens | 8MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
574,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
575,"Tecno Pova 7 Pro 5G (Geek Black, 128 GB)","₹17,749₹21,99919% off","3,419 Ratings & 366 Reviews",19% off,64MP + 8MP | 13MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,4.4
576,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
577,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
578,"Nokia 130 Music Dual Sim with Music Player, Dedicated Music Buttons","₹1,869₹2,19915% off","23,142 Ratings & 1,304 Reviews",15% off,0MP Front Camera,4 MB RAM | 4 MB ROM,1450 mAh Battery,6.1 cm (2.4 inch) Display,3.9
579,"Tecno Spark Go 1 (Magic Skin Green, 64 GB)","₹6,899₹8,59919% off","1,817 Ratings & 83 Reviews",19% off,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
580,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
581,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
582,"Samsung Galaxy M56 5G (Black, 128 GB)","₹22,470₹30,99927% off",742 Ratings & 48 Reviews,27% off,50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display,4.4
583,"POCO X7 Pro 5G (Yellow, 256 GB)","₹23,999₹33,99929% off","8,076 Ratings & 796 Reviews",29% off,50MP + 8MP | 20MP Front Camera,12 GB RAM | 256 GB ROM,6550 mAh Battery,16.94 cm (6.67 inch) Display,4.4
584,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
585,"Samsung Galaxy A17 5G (Blue, 128 GB)","₹18,990₹20,9999% off",264 Ratings & 13 Reviews,9% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
586,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
587,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
588,GFive FLASH,"₹999₹1,99950% off",482 Ratings & 23 Reviews,50% off,1MP Rear Camera,32 MB RAM | 32 MB ROM,3000 mAh Battery,7.11 cm (2.8 inch) NA Display,3.8
589,"IQOO Neo 10 (Titanium Chrome, 128 GB)","₹33,500₹36,9999% off","1,271 Ratings & 95 Reviews",9% off,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,4.6
590,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
591,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
592,Jmax KING,"₹652₹1,49956% off",326 Ratings & 10 Reviews,56% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,3.66 cm (1.44 inch) Display,3.6
593,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,449₹1,79919% off","25,287 Ratings & 1,470 Reviews",19% off,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1
594,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
595,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,449₹1,79919% off","25,287 Ratings & 1,470 Reviews",19% off,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1
596,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
597,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹12,499₹15,49919% off","19,738 Ratings & 1,244 Reviews",19% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
598,Good One FLIP,"₹1,640₹1,99917% off",591 Ratings & 59 Reviews,17% off,2MP Rear Camera,32 MB RAM | 32 MB ROM,1050 mAh Battery,4.57 cm (1.8 inch) Display,3.9
599,"Ai+ Nova 5G (Green, 128 GB)","₹9,499₹12,99926% off","3,418 Ratings & 305 Reviews",26% off,50MP Rear Camera | 5MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,3.9
