,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
191,"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹13,999₹17,49920% off","10,062 Ratings & 580 Reviews",20% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.2
192,"Samsung M06 5G (Blazing Black, 128 GB)","₹10,495₹13,99925% off",976 Ratings & 62 Reviews,25% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.1
193,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)","₹26,998₹26,999","6,391 Ratings & 347 Reviews",No Offer,50MP Rear Camera,8 GB RAM | 256 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5
194,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
195,"vivo Y19e (Titanium Silver, 64 GB)","₹8,845₹11,99926% off","3,376 Ratings & 109 Reviews",26% off,13MP + 0.08MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5500 mAh Battery,17.12 cm (6.74 inch) Display,4.3
196,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
197,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
198,"vivo T4 Pro 5G (Blaze Gold, 256 GB)","₹31,999₹36,99913% off","3,246 Ratings & 229 Reviews",13% off,50MP + 2MP + 50MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Display,4.5
199,"OnePlus Nord 5 (Phantom Grey, 256 GB)","₹33,568₹34,9994% off","1,330 Ratings & 87 Reviews",4% off,50MP + 50MP + 8MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6800 mAh Battery,17.35 cm (6.83 inch) Full HD+ AMOLED Display,4.5
200,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
201,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
202,"IQOO Z10X 5G (Ultramarine, 256 GB)","₹18,290₹20,49910% off","4,724 Ratings & 219 Reviews",10% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
203,"IQOO Z10X 5G (Titanium, 128 GB)","₹16,672₹18,99912% off","4,724 Ratings & 219 Reviews",12% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
204,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
205,"IQOO Z10X 5G (Ultramarine, 128 GB)","₹16,455₹18,99913% off","4,724 Ratings & 219 Reviews",13% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
206,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
207,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
208,Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,199₹1,59925% off","93,436 Ratings & 6,023 Reviews",25% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.7
209,Kechaoda A27,"₹899₹1,49940% off","15,999 Ratings & 867 Reviews",40% off,0.5MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) NA Display,4
210,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
211,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
212,Samsung Guru Music 2 B310ED,"₹1,089₹1,89942% off","1,619 Ratings & 91 Reviews",42% off,0.3MP Rear Camera,16 GB RAM | 16 GB ROM,1000 mAh Battery,5.08 cm (2 inch) Display,3
213,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹12,048₹14,99919% off","5,939 Ratings & 232 Reviews",19% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
214,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
215,"Ai+ Pulse (Blue, 128 GB)","₹6,999₹9,99930% off","4,984 Ratings & 306 Reviews",30% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4
216,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
217,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
218,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 64 GB)","₹10,999₹12,99915% off","40,580 Ratings & 1,199 Reviews",15% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4
219,LAVA A7 Torch+,"₹1,294₹1,89931% off","1,579 Ratings & 112 Reviews",31% off,0.3MP + 0MP | 0MP Front Camera,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,2575 mAh Battery,6.1 cm (2.4 inch) Quarter QVGA Display,4
220,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
221,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
222,"Motorola g45 5G (Viva Magenta, 128 GB)","₹11,999₹14,99920% off","2,50,344 Ratings & 12,383 Reviews",20% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.51 cm (6.5 inch) HD+ Display,4.3
223,"Motorola G85 5G (Olive Green, 128 GB)","₹15,999₹20,99923% off","2,57,808 Ratings & 12,738 Reviews",23% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
224,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
225,"Ai+ Pulse (Black, 128 GB)","₹6,999₹9,99930% off","4,984 Ratings & 306 Reviews",30% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4
226,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
227,"Samsung Galaxy S25 FE 5G (Jetblack, 512 GB)","₹77,999",53 Ratings & 4 Reviews,No Offer,50MP + 12MP + 8MP | 12MP Front Camera,8 GB RAM | 512 GB ROM,4900 mAh Li-ion Battery,17.02 cm (6.7 inch) Full HD+ Display,4.6
228,"MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)","₹18,999₹20,9999% off","80,572 Ratings & 4,043 Reviews",9% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
229,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹8,182₹8,9999% off","1,882 Ratings & 76 Reviews",9% off,32MP Rear Camera,4 GB RAM | 64 GB ROM,6300 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3
230,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
231,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
232,Kechaoda A27,"₹899₹1,49940% off","15,999 Ratings & 867 Reviews",40% off,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,NO WARRANTY,1.68 cm (0.66 inch) FWVGA+ Display,4
233,"Samsung Galaxy A06 5G (Light Green, 128 GB)","₹10,762₹13,49920% off","2,531 Ratings & 150 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Li-ion Battery,17.02 cm (6.7 inch) HD+ Display,4.1
234,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
235,"Infinix Note 50s 5G+ (Marine Drift, 128 GB)","₹17,999₹19,99910% off","9,566 Ratings & 604 Reviews",10% off,64MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4
236,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
237,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
238,"Samsung Galaxy A07 LTE (Black, 64 GB)","₹7,698₹10,49926% off",60 Ratings & 4 Reviews,26% off,50MP + 2MP,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.4
239,"Nokia 105 Classic Single Sim Keypad Phone, Charger in-Box","₹1,149₹1,39917% off","7,037 Ratings & 403 Reviews",17% off,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,3.6
240,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499₹24,49912% off","4,356 Ratings & 295 Reviews",12% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
241,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
242,"POCO M7 5G (Ocean Blue, 128 GB)","₹9,999₹12,99923% off","70,921 Ratings & 3,288 Reviews",23% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
243,"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)","₹7,999₹9,99920% off","3,835 Ratings & 259 Reviews",20% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,7000 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3
244,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
245,"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹33,638₹34,9993% off","1,986 Ratings & 132 Reviews",3% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6800 mAh Battery,17.35 cm (6.83 inch) Display,4.5
246,"Samsung Galaxy Z Fold7 5G (Jetblack, 512 GB)","₹1,86,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 512 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
247,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
248,"MOTOROLA G86 Power 5G (Pantone Golden Cypress, 128 GB)","₹17,999₹19,99910% off","25,749 Ratings & 1,674 Reviews",10% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6720 mAh Battery,17.02 cm (6.7 inch) Super HD Display,4.3
249,"REDMI 15 5G (Midnight Black, 256 GB)","₹18,117₹19,9999% off","2,601 Ratings & 132 Reviews",9% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
250,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
251,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
252,"hmd 105 Dual Sim Keypad Phone with Built-in UPI App, Wireless FM Radio","₹984₹1,49934% off","4,235 Ratings & 307 Reviews",34% off,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,SC6531E Processor,5.08 cm (2 inch) Display,3.8
253,"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹36,545₹37,9993% off","1,402 Ratings & 107 Reviews",3% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,6800 mAh Battery,17.35 cm (6.83 inch) Display,4.5
254,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
255,"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹33,540₹34,9994% off","1,986 Ratings & 132 Reviews",4% off,50MP + 50MP + 8MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6800 mAh Battery,17.35 cm (6.83 inch) Full HD+ AMOLED Display,4.5
256,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
257,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
258,MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording,"₹984₹1,59938% off","9,501 Ratings & 615 Reviews",38% off,800 mAh Battery,4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.57 cm (1.8 inch) Display,4.1
259,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)","₹13,999₹17,49920% off","10,062 Ratings & 580 Reviews",20% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.2
260,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹12,499₹15,49919% off","19,738 Ratings & 1,244 Reviews",19% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
261,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
262,"IQOO Z10X 5G (Ultramarine, 128 GB)","₹14,999₹17,49914% off","8,270 Ratings & 424 Reviews",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
263,Kechaoda K112,"₹1,748₹1,99912% off","31,845 Ratings & 2,825 Reviews",12% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4
264,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
